id;Name;Title;Publication;Year;period;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Meter2;Syllab;Clausula;Fin;melody;melody_src
117;Дельвиг;И я выду ль на крылечко;Северные цветы на 1832 год. СПб., 1831. С. 7/ Дельвиг, А.А. Сочинения. Л., 1986. С. 171-172;1828;1820;;Незакончено;1832;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
118;Дельвиг;Как за реченькой слободушка стоит;Северные цветы на 1832 год. СПб., 1831. С. 8./ Дельвиг, А.А. Сочинения. Л., 1986. С. 172;1828;1820;;;1832;periodical;Х6м;reg;rhymed;core;Х;6;м;6;yes;Как за реченькой слободушка стоит
119;Дельвиг;По небу тучи громовые ходят;Денница. М., 1830. С. 166/ Дельвиг, А.А. Сочинения. Л., 1986. С. 172-173;1829;1820;Русская песня;;1830;collection;Д13дж;reg;unrhymed;core;Д;4;ж;4;no;
120;Дельвиг;Как у нас ли на кровельке;Северные цветы на 1830 год. СПб., 1829. С. 52/ Дельвиг, А.А. Сочинения. Л., 1986. С. 182-183;1829;1820;Русская песня;;1830;collection;Ан2д;reg;unrhymed;core;Ан;2;д;2;no;
121;Дельвиг;Я вечор в саду младешенька гуляла;ОЗ. 1839. Т. 1. Отд. 3. С. 1/ Дельвиг, А.А. Сочинения. Л., 1986. С. 186;1831;1830;Русская песня;;1839;periodical;Х6ж + Х5ж;unreg;unrhymed;core;Х;6;ж;6;yes;Как вечор тоска нападала (Не спала то я младешенька не дремала, Киреевский - “Я ласточкой прилетала, я касаточкой увивалась”)
122;Державин;Не на яблоньке, не наливное;Памятник отечественных муз на 1827 г. СПб., 1827. С. 134/ Грот. т. 4. с. 515-516;1803;1800;Хор девушек из оперы Дурочка умнее умных;;1827;periodical;Пс2 + Дк;unreg (цезурные усечения, полиметрия);rhymed;periph;Логаэд;;;Логаэд;mb;
123;Ершов, П.П.;Полетай мой голубочек;Сибирский казак. Старинная быль // БдЧ. 1835. Т. 10. Ч. 1. Отд. I. С. 13-14. ;1834;1830;Песня казачки;из “Сибирского казака”;1835;collection;Х4ж;reg;unrhymed;core;Х;4;ж;4;no;
124;Ершов, П.П.;Как во поле во широком;БдЧ. 1834. Т. 7. Ч. 1. Отд. I. С. 12;1834;1830;Молодой орел;;1834;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
125;Ершов, П.П.;Уж не цвесть цветку в пустыне;БдЧ. 1835. Т. 10.  Отд. I. С. 171;1835;1830;Русская песня;;1835;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
126;Ершов, П.П.;Вдоль по улице широкой;Осенний вечер. Спб., 1835. С. 63.;1835;1830;Песня старика луки;из драматической повести Фома-кузнец;1835;periodical;Х4жм + Х4 с нарушениями в рефрене;unreg;rhymed;core;Х;4;жм;4;mb;Вдоль по улице молодчик?
127;Ершов, П.П.;Камень милый бирюзовый;Современник. 1837. № 3. С. 293-294;1837;1830;Кольцо с бирюзою;;1837;periodical;Х4жм;reg;unrhymed;core;Х;4;жм;4;no;
128;Ершов, П.П.;Рано утром под окном;П.П. Ершов, автор сказки “Конек-горбунок”...Спб., 1872.;1845;1840;;;1872;collection;Х4ммжж;reg;rhymed;periph;Х;4;ммжж;4;no;
129;Жарков, А.;Уж давно то я томлюсь;Московский городской листок. 1847. № 147. 8 июля. С. 589;1847;1840;;;1847;periodical;Х4мдмдмм + Пс;unreg(разностопный, мелодическая форма какая-то);occ;core;Логаэд;;;Логаэд;no;
130;Жмакин, В.;Я люблю бледный цвет;Жмакин, В. Часы досуга. М., 1843. С. 61-62;1843;1840;Утрата;;1843;collection;Ан2м + Х3ж;unreg;rhymed;core;Логаэд;;;Логаэд;no;
131;Жмакин, В.;Долго ль будут тучи по небу ходить;Жмакин, В. Часы досуга. М., 1843. С. 66;1843;1840;Моя песня;(скорее сильно раньше написанные);1843;collection;Х6м;reg;rhymed;core;Х;6;м;6;mb;Долго ль будет вам без умолку идти
132;Заангарский Сибиряк;Разломайся грудь;СО. 1837. Ч. 184. С. 141-143;1837;1830;Песнь страдальца;Иркутск;1837;periodical;Пс;unreg (cбой);unrhymed;core;Пс;1;;Пс;no;
133;Загоскин;О гой ты Днепр ты широкий Днепр;;1833;1830;;из Аскольдовой могилы (роман);1833;collection;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
134;Загоскин;Гой ты Днепр ли мой широкий;;1835;1830;;из Аскольдовой могилы (опера);1835;collection;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
135;Загоскин;Ах подруженьки как грустно;;1835;1830;;из Аскольдовой могилы (опера);1835;collection;Х4жм;unreg;unrhymed;core;Х;4;жмд;4;no;
136;Загоскин;Уж как веет, веет ветерок;;1835;1830;;из Аскольдовой могилы (опера);1835;collection;Х5,4,3;unreg;unrhymed;core;Х;543;;вольн;no;
137;Зотов, В.Р.;Как пойду ль сидеть;Репертуар русского театра. 1841. Т. 1. Кн. 4. С. 000;1841;1840;Русская песня;;1841;periodical;Пс;reg;occ;core;Пс;1;;Пс;no;
138;Ибрагимов, Л.Н.;Ты душа ль моя красна девица;БдЧ. 1839. Т. 33. С. 14-15/ Стихотворения Льва Ибрагимова. Казань, 1841. С. 54-55;1839;1830;Русские песни;;1839;periodical;Пс2;reg;unrhymed;core;Пс;2;;Пс;yes;Ты душа моя красна девица
139;Ибрагимов, Л.Н.;Ах ты помнишь ли;Стихотворения Льва Ибрагимова. Казань, 1841. С. 56-57;1841;1840;Русские песни;;1841;collection;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
140;Ибрагимов, Л.Н.;Для меня ли, звезда ясная;Стихотворения Льва Ибрагимова. Казань, 1841. С. 51-53;1841;1840;Русские песни;;1841;collection;Х4дм;reg;rhymed;periph;Х;4;дм;4;no;
141;Ибрагимов, Н.М.;Вечерком красна девица;Труды казанского общества любителей отечественной словесности. Кн. 1. Казань, 1815. С. 289-290.;1815;1810;Раздел: Песни (подражание польской);;1815;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
142;Ибрагимов, Н.М.;Во поле березанька стояла;Благонамеренный. 1825. № 19. С. 203-204;1825;1820;Русская песня;;1825;periodical;Х5ж;unreg;rhymed;core;Х;5;ж;5;yes;Во поле береза стояла
143;Протопопов, А.П.;Ах ты, батюшка, наш кабачек;Литературный кабинет. М., 1842. Отд. 2. С. 68;1842;1840;Волжская песня;псевд. Н. Ивалс, анагр. Славин;1842;periodical;Пс2;unreg;occ;core;Пс;2;;Пс;yes;Ах ты батюшка наш царев кабак
144;Иванов, В.;Не горюй, девица красная;Лит. прибавл. Рус. Инвалид. 1834. № 102, дек. 22. С. 310;1834;1830;Русская песня;;1834;periodical;Х4д + Ан2м;reg;rhymed;core;Логаэд;;;Логаэд;no;
145;Иванов,И.;Друг мой милый что ты не весел;Зимцерла. М., 1829. С. 94 (цен.разр. Марта 8, 1829);1829;1820;Русская песня;;1829;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
146;Иноземцев, П.И.;Не березонька с гибким явором соплеталась;Утреняя звезда. М. 1834. Кн. 1. С. 159-160;1834;1830;Русская песня;;1834;periodical;Пс3;reg;rhymed;core;Пс;3;;Пс;no;
147;К. Ев..ь??;Ты взлети мой сокол ясный;Московский наблюдатель. 1837. Ч.12. Кн. 1. С. 46.;1837;1830;Ожидание (подражание В. Гюго);;1837;periodical;Х4жм;reg;rhymed;periph;Х;4;жм;4;no;
148;Карлгоф, В.И.;Ты кольцо мое кольцо;Славянин. 1827. Ч. 2. № 21. С. 303;1827;1820;Песня;;1827;periodical;Х43мж;reg;rhymed;periph;Х;43;мж;рз;no;
149;Катков, М.Н.;У ворот сидела я;Московский наблюдатель. 1839. Ч. 20. Стихотв. С. 2426;1839;1830;Девушка за пряжею (из Релантса);посв. Боткину;1839;periodical;Х4мж;reg;rhymed;periph;Х;4;мж;4;no;
150;Кашаев, В.;Мне по сердцу та лишь песенка;Кашаев, В. Стихотворения. М., 1837. С. 22.;1837;1830;Русская мелодия;;1837;collection;Х4д;reg;rhymed;core;Х;4;д;4;no;
151;Киселева;Мрачно в поле, ветер воет;БдЧ. 1837. Т. 23. С. 155-156;1837;1830;Грусть невесты;;1837;periodical;Х43жм;reg;rhymed;core;Х;43;жм;рз;no;
152;Козлов, И.И.;Солнце красное о прекрасное;Лит. прибавл. к Рус. Инвалид. 1838. № 20, 14 мая. С. 385;1838;1830;Песня;;1839;periodical;Пс2;reg;rhymed;core;Пс;2;;Пс;no;
153;Козлов, И.И.;Море синее море буйное;Утренняя заря. Альманах на 1839 год. СПб, 1839. С. 130-132.;1835;1830;Тревожное раздумье;;1839;periodical;Х4жм + Пс2;unreg(Пс2 вставки);rhymed;periph;Х + Пс;4;жм;Полиметрия;no;
154;Козлов, И.И.;Я вечор млада молодешенька;Енисейский альманах.Красноярск,М., 1828. С. 72;1828;1820;Кольцо;;1828;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;mb;Я вечор млада во пиру была (Песенник 19)
155;Колоколов, Михаил?;Тучи черные, бродя по небу;Литературная газета. 1847. № 28, 19 июля. С. 445;1847;1840;Песня;вот стихотворение г. Михаила К. приславшего три песни, писанные русским размером, которым, как известно, писать гораздо удобнее;1847;periodical;Пс2;unreg(перебои);unrhymed;core;Пс;2;;Пс;no;
156;Колоколов, Михаил?;Вянет травка осенью;Литературная газета. 1848. № 41, 14 октября. С. 645;1848;1840;Песня;мы получили на днях письмо из Тулы следующего содержания: М.Г. Посылаю при сем нигде еще непечатанные два стихотворение милого нашего поэта Кольцова. Я уверен, что Редакция Литературной газеты, как представительница всего изящного, не откажется поместть их в своем издании.;1848;periodical;Х32дж;reg;rhymed;core;Х;32;дж;рз;yes;Что ты рано травушка (Цыганов)
157;Колоколов, Михаил?;Пламенея горя;Литературная газета. 1848. № 41, 14 октября. С. 646;1848;1840;Песня;;1848;periodical;Ан221ммд;unreg;rhymed;core;Ан;21;ммд;рз;no;
